customer_id,health_score,health_status,days_since_last_order,total_orders,total_spend,lifecycle_stage,lifecycle_reason,health_reason
CUST05500,95,CHAMPION,36,12,14660.35,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05501,63,ENGAGED,61,4,2626.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05502,78,LOYAL,77,10,12351.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05503,33,DORMANT,160,6,3113.6,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05504,73,ENGAGED,40,3,5126.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05505,78,LOYAL,62,9,15216.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05506,88,LOYAL,31,10,10518.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05507,65,ENGAGED,57,4,3052.15,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05508,41,AT_RISK,124,6,4712.7,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05509,63,ENGAGED,66,4,3913.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05510,48,AT_RISK,94,5,5413.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05511,41,AT_RISK,153,7,6624.3,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05512,63,ENGAGED,85,4,4189.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05513,88,LOYAL,31,9,13466.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05514,81,LOYAL,43,6,8996.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05515,78,LOYAL,72,8,7378.9,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05516,33,DORMANT,158,4,7523.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05517,25,DORMANT,496,1,523.45,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05518,56,AT_RISK,95,8,6164.85,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05519,95,CHAMPION,60,12,10502.4,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05520,78,LOYAL,70,10,12596.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05521,25,DORMANT,427,3,2165.7,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05522,88,LOYAL,38,7,8385.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05523,25,DORMANT,222,3,2233.7,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05524,81,LOYAL,55,7,5652.3,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05525,81,LOYAL,45,6,6081.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05526,78,LOYAL,85,8,8340.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05527,71,ENGAGED,74,6,4139.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05528,85,LOYAL,78,12,10084.45,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05529,81,LOYAL,52,6,4517.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05530,88,LOYAL,37,10,10609.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05531,73,ENGAGED,49,5,4257.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05532,88,LOYAL,58,11,12951.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05533,88,LOYAL,35,8,8089.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05534,63,ENGAGED,111,8,7217.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05535,81,LOYAL,48,8,5993.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05536,88,LOYAL,36,9,9421.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05537,88,LOYAL,47,11,13066.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05538,25,DORMANT,260,1,464.95,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05539,63,ENGAGED,73,2,2485.65,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05540,88,LOYAL,32,11,15770.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05541,65,ENGAGED,39,3,2684.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05542,70,ENGAGED,113,12,12694.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05543,73,ENGAGED,49,4,5914.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05544,95,CHAMPION,31,12,12153.75,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05545,40,AT_RISK,99,4,1749.3000000000002,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05546,73,ENGAGED,37,4,5503.05,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05547,95,CHAMPION,52,12,18142.2,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05548,71,ENGAGED,79,6,4568.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05549,33,DORMANT,163,5,5524.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05550,81,LOYAL,32,6,4618.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05551,25,DORMANT,203,2,1697.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05552,33,DORMANT,207,6,3503.9,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05553,55,AT_RISK,128,12,18595.3,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05554,41,AT_RISK,209,6,6678.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05555,41,AT_RISK,154,10,6304.1,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05556,88,LOYAL,50,7,11107.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05557,73,ENGAGED,53,5,2956.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05558,88,LOYAL,40,8,8673.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05559,88,LOYAL,41,10,9561.9,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05560,73,ENGAGED,44,4,2452.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05561,78,LOYAL,89,8,8935.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05562,33,DORMANT,193,4,5560.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05563,80,LOYAL,58,5,10095.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05564,63,ENGAGED,70,5,5077.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05565,63,ENGAGED,90,4,3438.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05566,71,ENGAGED,64,7,7048.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05567,71,ENGAGED,61,6,4053.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05568,33,DORMANT,195,5,4876.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05569,55,AT_RISK,140,12,21330.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05570,63,ENGAGED,119,8,7879.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05571,63,ENGAGED,66,4,3046.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05572,63,ENGAGED,93,8,8616.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05573,81,LOYAL,33,6,5163.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05574,63,ENGAGED,116,10,9356.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05575,81,LOYAL,50,7,6950.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05576,41,AT_RISK,207,6,5312.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05577,71,ENGAGED,61,7,5520.900000000001,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05578,33,DORMANT,125,5,5527.55,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05579,88,LOYAL,42,8,11114.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05580,33,DORMANT,130,5,4150.25,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05581,88,LOYAL,50,9,7716.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05582,33,DORMANT,237,4,3321.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05583,63,ENGAGED,92,11,10623.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05584,71,ENGAGED,82,7,8162.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05585,56,AT_RISK,115,9,7684.65,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05586,41,AT_RISK,125,8,6375.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05587,25,DORMANT,138,3,1865.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05588,95,CHAMPION,42,12,9202.6,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05589,81,LOYAL,37,9,7708.9,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05590,41,AT_RISK,171,7,7409.6,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05591,63,ENGAGED,83,4,5363.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05592,55,AT_RISK,78,3,3897.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05593,88,LOYAL,34,9,9545.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05594,81,LOYAL,57,6,5302.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05595,63,ENGAGED,73,5,5383.15,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05596,48,AT_RISK,126,10,9988.15,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05597,25,DORMANT,133,5,2630.45,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05598,63,ENGAGED,64,4,5430.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05599,73,ENGAGED,44,4,4977.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05600,78,LOYAL,72,10,14425.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05601,56,AT_RISK,93,6,4940.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05602,96,CHAMPION,30,11,6462.8,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05603,56,AT_RISK,99,9,7217.150000000001,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05604,73,ENGAGED,36,4,5435.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05605,33,DORMANT,276,5,3636.05,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05606,48,AT_RISK,117,5,3454.8999999999996,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05607,81,LOYAL,56,6,4039.05,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05608,88,LOYAL,37,11,14940.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05609,88,LOYAL,39,11,11311.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05610,56,AT_RISK,103,10,7019.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05611,81,LOYAL,38,6,5508.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05612,78,LOYAL,64,10,11207.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05613,78,LOYAL,69,10,17471.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05614,88,LOYAL,48,9,12290.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05615,95,CHAMPION,44,22,22565.1,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05616,71,ENGAGED,64,6,5985.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05617,70,ENGAGED,110,12,12966.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05618,88,LOYAL,36,9,8152.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05619,73,ENGAGED,38,2,1229.25,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05620,71,ENGAGED,74,9,5904.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05621,63,ENGAGED,79,7,3547.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05622,88,LOYAL,33,9,15226.300000000001,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05623,73,ENGAGED,36,6,3426.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05624,73,ENGAGED,42,5,6180.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05625,33,DORMANT,160,4,3631.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05626,71,ENGAGED,75,6,3797.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05627,33,DORMANT,160,3,4233.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05628,73,ENGAGED,49,4,4362.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05629,88,LOYAL,32,9,8944.05,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05630,71,ENGAGED,88,7,7384.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05631,33,DORMANT,205,4,2826.75,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05632,81,LOYAL,48,6,6474.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05633,80,LOYAL,52,4,4183.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05634,78,LOYAL,85,9,11364.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05635,25,DORMANT,202,1,605.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05636,71,ENGAGED,88,11,9717.05,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05637,40,AT_RISK,108,5,3027.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05638,48,AT_RISK,121,9,11950.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05639,81,LOYAL,39,7,7978.450000000001,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05640,78,LOYAL,80,11,9309.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05641,71,ENGAGED,64,7,7155.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05642,25,DORMANT,125,3,1744.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05643,88,LOYAL,34,6,8969.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05644,63,ENGAGED,72,2,2799.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05645,81,LOYAL,41,6,6296.55,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05646,88,LOYAL,31,8,5714.25,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05647,81,LOYAL,56,8,6219.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05648,73,ENGAGED,48,4,2688.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05649,25,DORMANT,301,3,1330.7,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05650,88,LOYAL,37,9,8961.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05651,81,LOYAL,49,11,8357.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05652,25,DORMANT,219,2,1295.6,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05653,81,LOYAL,46,8,5344.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05654,48,AT_RISK,93,4,3698.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05655,48,AT_RISK,91,4,5448.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05656,81,LOYAL,43,7,6213.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05657,88,LOYAL,46,11,13429.9,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05658,88,LOYAL,40,8,14648.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05659,71,ENGAGED,77,6,4805.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05660,85,LOYAL,76,12,17266.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05661,85,LOYAL,66,12,13483.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05662,70,ENGAGED,105,12,10300.85,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05663,71,ENGAGED,79,6,6733.65,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05664,73,ENGAGED,40,5,4153.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05665,55,AT_RISK,81,4,1878.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05666,63,ENGAGED,65,4,9741.45,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05667,81,LOYAL,36,6,4233.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05668,73,ENGAGED,32,7,3700.65,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05669,78,LOYAL,66,8,7661.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05670,33,DORMANT,571,2,2839.6,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05671,65,ENGAGED,46,3,1537.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05672,71,ENGAGED,64,10,8672.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05673,88,LOYAL,34,12,8976.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05674,81,LOYAL,42,7,5041.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05675,63,ENGAGED,68,5,3100.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05676,95,CHAMPION,33,12,16254.2,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05677,88,LOYAL,40,11,10126.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05678,25,DORMANT,161,3,2149.3,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05679,88,LOYAL,57,8,4910.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05680,25,DORMANT,347,2,1536.3,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05681,88,LOYAL,31,9,9504.35,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05682,81,LOYAL,53,9,6036.05,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05683,81,LOYAL,49,6,6603.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05684,95,CHAMPION,46,12,11647.25,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05685,88,LOYAL,48,11,10640.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05686,63,ENGAGED,77,5,5926.05,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
