customer_id,story_segment,health_status,lifecycle_stage,campaign_name,offer,channel,message
CUST05066,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05067,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,SMS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05068,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05069,ECO_CONSCIOUS_HOME,AT_RISK,HIBERNATING,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05070,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05071,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05072,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05073,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05074,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05075,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05076,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05077,GENERAL,LOYAL,HIBERNATING,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05078,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05079,ECO_CONSCIOUS_HOME,AT_RISK,HIBERNATING,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,EMAIL,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05080,NEW_PARENT,LOYAL,HIBERNATING,Home Safety Essentials,20% off Childproofing Bundle,RCS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05081,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05082,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05083,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05084,NEW_PARENT,AT_RISK,HIBERNATING,Home Safety Essentials,URGENT: 20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05085,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05086,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05087,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05088,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05089,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05090,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05091,ECO_CONSCIOUS_HOME,AT_RISK,ACTIVE,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05092,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05093,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05094,NEW_PARENT,LOYAL,HIBERNATING,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05095,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05096,NEW_PARENT,LOYAL,HIBERNATING,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05097,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05098,ECO_CONSCIOUS_HOME,AT_RISK,HIBERNATING,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05099,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05100,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05101,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05102,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05103,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05104,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05105,ECO_CONSCIOUS_HOME,LOYAL,LOYAL,Healthy Home Collection,Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05106,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05107,WELLNESS_SEEKER,AT_RISK,HIBERNATING,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05108,WELLNESS_SEEKER,AT_RISK,HIBERNATING,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05109,WELLNESS_SEEKER,AT_RISK,ACTIVE,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05110,NEW_PARENT,AT_RISK,LOST,Home Safety Essentials,URGENT: 20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05111,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05112,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05113,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05114,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05115,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05116,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05117,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05118,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05119,WELLNESS_SEEKER,AT_RISK,ACTIVE,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05120,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05121,WELLNESS_SEEKER,AT_RISK,HIBERNATING,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05122,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05123,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05124,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05125,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05126,NEW_PARENT,AT_RISK,HIBERNATING,Home Safety Essentials,URGENT: 20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05127,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05128,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05129,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05130,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05131,WELLNESS_SEEKER,AT_RISK,HIBERNATING,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05132,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05133,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05134,ECO_CONSCIOUS_HOME,AT_RISK,HIBERNATING,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05135,WELLNESS_SEEKER,AT_RISK,HIBERNATING,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05136,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05137,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05138,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05139,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05140,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05141,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05142,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05143,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05144,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05145,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05146,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05147,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05148,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05149,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05150,WELLNESS_SEEKER,AT_RISK,ACTIVE,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05151,ECO_CONSCIOUS_HOME,LOYAL,LOYAL,Healthy Home Collection,Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05152,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05153,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05154,NEW_PARENT,AT_RISK,LOST,Home Safety Essentials,URGENT: 20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05155,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05156,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05157,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05158,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05159,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05160,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05161,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05162,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05163,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05164,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05165,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05166,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05167,WELLNESS_SEEKER,LOYAL,HIBERNATING,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05168,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,SMS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05169,GENERAL,AT_RISK,ACTIVE,Personalized Recommendations,URGENT: 10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05170,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,EMAIL,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05171,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05172,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05173,WELLNESS_SEEKER,AT_RISK,ACTIVE,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05174,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05175,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05176,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05177,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05178,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05179,WELLNESS_SEEKER,AT_RISK,HIBERNATING,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05180,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05181,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05182,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05183,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,RCS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05184,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05185,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05186,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05187,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05188,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05189,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05190,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05191,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05192,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05193,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,RCS,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05194,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05195,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05196,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05197,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05198,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05199,GENERAL,AT_RISK,HIBERNATING,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05200,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05201,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05202,ECO_CONSCIOUS_HOME,AT_RISK,HIBERNATING,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05203,ECO_CONSCIOUS_HOME,LOYAL,LOYAL,Healthy Home Collection,Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05204,WELLNESS_SEEKER,AT_RISK,LOST,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05205,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05206,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05207,NEW_PARENT,LOYAL,LOYAL,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05208,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05209,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,SMS,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05210,GENERAL,LOYAL,HIBERNATING,Personalized Recommendations,10% off Selected Products,WHATSAPP,Discover products chosen specifically for customers with similar preferences.
CUST05211,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05212,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05213,GENERAL,LOYAL,LOYAL,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05214,NEW_PARENT,CHAMPION,CHAMPION,Home Safety Essentials,20% off Childproofing Bundle,EMAIL,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05215,GENERAL,AT_RISK,LOST,Personalized Recommendations,URGENT: 10% off Selected Products,RCS,Discover products chosen specifically for customers with similar preferences.
CUST05216,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,RCS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05217,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,SMS,Discover products chosen specifically for customers with similar preferences.
CUST05218,GENERAL,AT_RISK,ACTIVE,Personalized Recommendations,URGENT: 10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05219,ECO_CONSCIOUS_HOME,LOYAL,LOYAL,Healthy Home Collection,Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05220,WELLNESS_SEEKER,AT_RISK,LOST,Wellness Habit Bundle,URGENT: 15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05221,WELLNESS_SEEKER,LOYAL,LOYAL,Wellness Habit Bundle,15% off Wellness Collection,EMAIL,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05222,GENERAL,CHAMPION,CHAMPION,Personalized Recommendations,10% off Selected Products,EMAIL,Discover products chosen specifically for customers with similar preferences.
CUST05223,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,WHATSAPP,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05224,ECO_CONSCIOUS_HOME,CHAMPION,CHAMPION,Healthy Home Collection,Free Shipping on Eco Bundles,RCS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
CUST05225,NEW_PARENT,AT_RISK,LOST,Home Safety Essentials,URGENT: 20% off Childproofing Bundle,WHATSAPP,"As your family grows, keeping your home safe becomes even more important. Explore our curated childproofing essentials."
CUST05226,WELLNESS_SEEKER,CHAMPION,CHAMPION,Wellness Habit Bundle,15% off Wellness Collection,WHATSAPP,Support your wellness journey with products designed to help you build healthy habits that last.
CUST05227,ECO_CONSCIOUS_HOME,AT_RISK,ACTIVE,Healthy Home Collection,URGENT: Free Shipping on Eco Bundles,SMS,Continue building a more sustainable lifestyle with our eco-conscious essentials.
